user_id,name,email,password_hash,role,branch_id,department,mobile,cross_branch,client_id,vendor_id,status
USR-0028,Bhavna Shaikh,bhavna.shaikh@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Operations Manager,BR-007,Operations,+91 98563 38812,FALSE,,,Active
USR-0029,Nitin Jain,nitin.jain@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Operations Manager,BR-002,Operations,+91 98467 31648,FALSE,,,Active
USR-0030,Raghunath Pawar,raghunath.pawar@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Operations Manager,BR-018,Operations,+91 98126 53058,FALSE,,,Active
USR-0031,Nandini Patel,nandini.patel@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Operations Manager,BR-007,Operations,+91 98008 76091,FALSE,,,Active
USR-0032,Suresh Gupta,suresh.gupta@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Operations Manager,BR-002,Operations,+91 98273 77996,FALSE,,,Suspended
USR-0033,Amardip Deshmukh,amardip.deshmukh@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Operations Manager,BR-011,Operations,+91 98511 32318,FALSE,,,Active
USR-0034,Lata Kulkarni,lata.kulkarni@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Operations Manager,BR-016,Operations,+91 98983 30712,FALSE,,,Active
USR-0035,Sunita Verma,sunita.verma@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Operations Manager,BR-003,Operations,+91 98936 70074,FALSE,,,Active
USR-0036,Suraj Sai,suraj.sai@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Operations Manager,BR-009,Operations,+91 98970 57323,FALSE,,,Suspended
USR-0037,Suraj Kulkarni,suraj.kulkarni@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Operations Manager,BR-004,Operations,+91 98403 71058,FALSE,,,Active
USR-0038,Nandini Khan,nandini.khan@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Operations Manager,BR-018,Operations,+91 98783 48521,FALSE,,,Active
USR-0039,Devendra Chavan,devendra.chavan@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Operations Manager,BR-008,Operations,+91 98005 71050,FALSE,,,Active
USR-0040,Suraj Bhosale,suraj.bhosale@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Operations Manager,BR-018,Operations,+91 98903 57778,FALSE,,,Suspended
USR-0041,Kishor Kulkarni,kishor.kulkarni@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Operations Manager,BR-008,Operations,+91 98942 76476,FALSE,,,Suspended
USR-0042,Amit Pawar,amit.pawar@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Operations Manager,BR-004,Operations,+91 98841 54844,FALSE,,,Active
USR-0043,Shalini Agrawal,shalini.agrawal@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-018,Operations,+91 98493 57506,FALSE,,,Suspended
USR-0044,Yogesh Verma,yogesh.verma@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-001,Operations,+91 98424 25032,FALSE,,,Suspended
USR-0045,Anil Nair,anil.nair@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-008,Operations,+91 98366 62087,FALSE,,,Active
USR-0046,Ravi Gupta,ravi.gupta@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-005,Operations,+91 98401 49478,FALSE,,,Active
USR-0047,Manoj Pawar,manoj.pawar@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-009,Operations,+91 98818 56008,FALSE,,,Active
USR-0048,Lata Agrawal,lata.agrawal@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-015,Operations,+91 98884 76604,FALSE,,,Suspended
USR-0049,Jitendra Sahu,jitendra.sahu@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-001,Operations,+91 98730 15943,FALSE,,,Active
USR-0050,Kiran Wankhede,kiran.wankhede@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-015,Operations,+91 98875 91379,FALSE,,,Active
USR-0051,Imran Sahu,imran.sahu@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-003,Operations,+91 98258 85853,FALSE,,,Suspended
USR-0052,Vikram Pawar,vikram.pawar@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-011,Operations,+91 98672 72345,FALSE,,,Active
USR-0053,Ganesh Kulkarni,ganesh.kulkarni.1@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-014,Operations,+91 98178 99596,FALSE,,,Active
USR-0054,Yogesh Rathod,yogesh.rathod@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-008,Operations,+91 98172 21584,FALSE,,,Suspended
USR-0055,Vikram Chauhan,vikram.chauhan.1@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-005,Operations,+91 98733 46425,FALSE,,,Active
USR-0056,Kavita Dubey,kavita.dubey@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-014,Operations,+91 98453 13570,FALSE,,,Active
USR-0057,Gopal Shaikh,gopal.shaikh@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-017,Operations,+91 98052 68823,FALSE,,,Suspended
USR-0058,Mahesh Chauhan,mahesh.chauhan@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-009,Operations,+91 98374 58436,FALSE,,,Active
USR-0059,Vikas Rao,vikas.rao@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-012,Operations,+91 98636 67457,FALSE,,,Suspended
USR-0060,Bhavna Shaikh,bhavna.shaikh.1@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-014,Operations,+91 98113 17485,FALSE,,,Active
USR-0061,Poonam Gupta,poonam.gupta@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-004,Operations,+91 98376 86924,FALSE,,,Active
USR-0062,Devendra Yadav,devendra.yadav@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-002,Operations,+91 98790 17791,FALSE,,,Active
USR-0063,Mahesh Rao,mahesh.rao@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-016,Operations,+91 98973 29602,FALSE,,,Active
USR-0064,Sameer Jha,sameer.jha@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-008,Operations,+91 98679 50230,FALSE,,,Suspended
USR-0065,Vikas Dubey,vikas.dubey@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-014,Operations,+91 98929 92780,FALSE,,,Active
USR-0066,Poonam Kamble,poonam.kamble@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-002,Operations,+91 98602 80905,FALSE,,,Active
USR-0067,Arun Kale,arun.kale@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-017,Operations,+91 98912 69902,FALSE,,,Suspended
USR-0068,Ravi Yadav,ravi.yadav@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-016,Operations,+91 98994 25762,FALSE,,,Active
USR-0069,Jitendra Pawar,jitendra.pawar@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-015,Operations,+91 98981 74284,FALSE,,,Active
USR-0070,Manoj Mehta,manoj.mehta@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-004,Operations,+91 98158 17417,FALSE,,,Active
USR-0071,Jaspreet Bhosale,jaspreet.bhosale@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-008,Operations,+91 98578 83253,FALSE,,,Active
USR-0072,Devendra Chauhan,devendra.chauhan@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-009,Operations,+91 98801 20457,FALSE,,,Suspended
USR-0073,Suresh Mehta,suresh.mehta@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-018,Operations,+91 98599 77730,FALSE,,,Active
USR-0074,Neha Patel,neha.patel@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-002,Operations,+91 98775 46332,FALSE,,,Active
USR-0075,Kiran Kulkarni,kiran.kulkarni@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-002,Operations,+91 98456 24957,FALSE,,,Active
USR-0076,Priya Chauhan,priya.chauhan@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-012,Operations,+91 98887 35811,FALSE,,,Suspended
USR-0077,Nitin Mehta,nitin.mehta@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-014,Operations,+91 98630 64742,FALSE,,,Active
USR-0078,Suresh Patel,suresh.patel@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-005,Operations,+91 98114 63175,FALSE,,,Active
USR-0079,Deepak Gupta,deepak.gupta@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-013,Operations,+91 98631 72777,FALSE,,,Active
USR-0080,Mahesh Khan,mahesh.khan@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-016,Operations,+91 98003 87841,FALSE,,,Active
USR-0081,Arun Sharma,arun.sharma@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-013,Operations,+91 98151 86380,FALSE,,,Active
USR-0082,Deepak Shaikh,deepak.shaikh@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-015,Operations,+91 98687 13961,FALSE,,,Active
USR-0083,Rajesh More,rajesh.more@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Booking Executive,BR-002,Operations,+91 98235 65370,FALSE,,,Active
USR-0084,Kiran Kulkarni,kiran.kulkarni.1@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-017,Operations,+91 98150 95176,FALSE,,,Active
USR-0085,Sanjay Verma,sanjay.verma@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-012,Operations,+91 98986 10017,FALSE,,,Active
USR-0086,Arun Mehta,arun.mehta@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-009,Operations,+91 98296 25266,FALSE,,,Active
USR-0087,Vikas Rathod,vikas.rathod@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-014,Operations,+91 98936 55748,FALSE,,,Active
USR-0088,Devendra Pawar,devendra.pawar@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-011,Operations,+91 98218 42476,FALSE,,,Active
USR-0089,Tarun Kulkarni,tarun.kulkarni@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-006,Operations,+91 98411 78986,FALSE,,,Active
USR-0090,Rajesh Singh,rajesh.singh@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-013,Operations,+91 98307 14368,FALSE,,,Suspended
USR-0091,Kavita Dubey,kavita.dubey.1@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-008,Operations,+91 98848 77615,FALSE,,,Active
USR-0092,Santosh Patel,santosh.patel@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-014,Operations,+91 98851 30933,FALSE,,,Active
USR-0093,Meena Sai,meena.sai@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-016,Operations,+91 98800 57704,FALSE,,,Active
USR-0094,Prakash Rathod,prakash.rathod@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-003,Operations,+91 98211 83552,FALSE,,,Suspended
USR-0095,Poonam Bhosale,poonam.bhosale@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-013,Operations,+91 98815 39641,FALSE,,,Active
USR-0096,Poonam Jha,poonam.jha@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-011,Operations,+91 98117 47619,FALSE,,,Active
USR-0097,Kishor Malhotra,kishor.malhotra@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-018,Operations,+91 98302 15162,FALSE,,,Active
USR-0098,Sunita Singh,sunita.singh@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-002,Operations,+91 98909 32999,FALSE,,,Suspended
USR-0099,Kiran Verma,kiran.verma@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-001,Operations,+91 98687 82317,FALSE,,,Active
USR-0100,Suresh Dubey,suresh.dubey@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-009,Operations,+91 98745 96932,FALSE,,,Active
USR-0101,Jaspreet Shaikh,jaspreet.shaikh@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-018,Operations,+91 98285 66360,FALSE,,,Active
USR-0102,Bhavna Bhosale,bhavna.bhosale@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Dispatcher,BR-014,Operations,+91 98498 72106,FALSE,,,Active
USR-0103,Ganesh Malhotra,ganesh.malhotra@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Accountant,BR-010,Finance,+91 98855 24675,FALSE,,,Active
USR-0104,Arif Deshmukh,arif.deshmukh@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Accountant,BR-009,Finance,+91 98389 79603,FALSE,,,Active
USR-0105,Kishor Khan,kishor.khan@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Accountant,BR-017,Finance,+91 98081 24087,FALSE,,,Suspended
USR-0106,Rajesh Deshmukh,rajesh.deshmukh@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Accountant,BR-015,Finance,+91 98194 61973,FALSE,,,Active
USR-0107,Jaspreet Jha,jaspreet.jha@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Accountant,BR-016,Finance,+91 98117 94756,FALSE,,,Suspended
USR-0108,Mahesh Yadav,mahesh.yadav@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Accountant,BR-011,Finance,+91 98071 69861,FALSE,,,Active
USR-0109,Lata Kulkarni,lata.kulkarni.1@amardiptms.in,$2a$12$/ZHbS6mY4PlIDodx6.4.V.ds2l0T7dEqcd4IbPp8.4EJXXaFoTfE.,Accountant,BR-006,Finance,+91 98153 48099,FALSE,,,Suspended
